Fullstate,State,Type,Bill Number,Year,Elected,MoreDefined,Description,Last Action,curbing,RichardLastAction,Richard Description,Date Signed,Unsure,Very interesting,Notes,election,judicial,governor,lower,upper,less,more,outside,how_much_less,how_much_more,distance_closest_branch
New York,NY,Salary & Budget,SB 1165,2013,Appointed,Appointment,"Provides that the salaries of county, family and surrogate's court judges shall be the same as that of justices of the supreme court (Note: in NY, the Supreme Court is a general jurisdiction trial court).",In Senate Judiciary Committee.,0,Introduced,,,,,,NY2013,-0.409761614,-0.735,-0.621,-0.229,0,0,0,0,0,0
New York,NY,Salary & Budget,SB 1165,2014,Appointed,Appointment,"Provides that the salaries of county, family and surrogate's court judges shall be the same as that of justices of the supreme court (Note: In NY, the Supreme Court is a general jurisdiction trial court).",In Senate Judiciary Committee. Carried over from 2013 session.,0,Introduced,,,,,,NY2014,-0.409761614,-0.735,-0.621,-0.229,0,0,0,0,0,0
New York,NY,Salary & Budget,SB 1165,2014,Appointed,Appointment,"Provides that the salaries of county, family and surrogate's court judges shall be the same as that of justices of the supreme court. (in New York, the ""supreme court"" is the state's main trial court).",Carried over from 2013 session.,0,Introduced,,,,,,NY2014,-0.409761614,-0.735,-0.621,-0.229,0,0,0,0,0,0
New York,NY,Structure Changes,SB 1202,2012,Appointed,Appointment,Creates two pilot program of veterans courts in the city of Utica and New York City.,Carried over from 2011 session.,0,Introduced,,,,,,NY2012,-0.409761614,-0.735,-0.621,-0.229,0,0,0,0,0,0
New York,NY,Structure Changes,SB 1202,2011,Appointed,Appointment,Creates two pilot program of veterans courts in the city of Utica and New York City.,In Senate Committee on Judiciary. Carried over into 2012 session.,0,Introduced,,,,,,NY2011,-0.409761614,,-0.629,-0.519,0,,0,0,0,0
New York,NY,Other,SB 1213,2011,Appointed,Appointment,"Restricts access to records kept by the surrogates court for business or commercial purposes. Requires  any person seeking access to books or records of the court to complete a form which shall disclose such persons name, address, telephone number and purpose of such access.",In Senate Committee on Judiciary. Carried over into 2012 session.,0,Introduced,,,,,,NY2011,-0.409761614,,-0.629,-0.519,0,,0,0,0,0
New York,NY,Other,SB 1213,2012,Appointed,Appointment,"Restricts access to records kept by the surrogates court for business or commercial purposes. Requires  any person seeking access to books or records of the court to complete a form which shall disclose such persons name, address, telephone number and purpose of such access.",Carried over from 2011 session.,0,Introduced,,,,,,NY2012,-0.409761614,-0.735,-0.621,-0.229,0,0,0,0,0,0
New York,NY,Salary & Budget,SB 1226 (Constitutional Amendment),2012,Appointed,Appointment,Eliminates the mandatory retirement for judges.,Carried over from 2011 session.,0,Introduced,,,,,,NY2012,-0.409761614,-0.735,-0.621,-0.229,0,0,0,0,0,0
New York,NY,Salary & Budget,SB 1226 (Constitutional Amendment),2011,Appointed,Appointment,Eliminates the mandatory retirement for judges.,In Senate Judiciary Committee. Carried over into 2012 session.,0,Introduced,,,,,,NY2011,-0.409761614,,-0.629,-0.519,0,,0,0,0,0
New York,NY,Selection,SB 1226 (Constitutional Amendment),2017,Appointed,Appointment,Allows for recall of judges and other officials.,In Senate Judiciary Committee.,1,Introduced,,,,,,NY2017,-0.409761614,-0.735,-0.621,-0.229,0,0,0,0,0,0
New York,NY,Other,SB 1278,2014,Appointed,Appointment,"Authorizes the chief administrator of the court system to establish educational programs for judicial personnel on the law of searches, arrests and seizures.",Carried over from 2013 session.,0,Introduced,,,,,,NY2014,-0.409761614,-0.735,-0.621,-0.229,0,0,0,0,0,0
New York,NY,Other,SB 1278,2013,Appointed,Appointment,"Authorizes the chief administrator of the court system to establish educational programs for judicial personnel on the law of searches, arrests and seizures.",Prefiled in Senate Codes Committee.,0,Introduced,,,,,,NY2013,-0.409761614,-0.735,-0.621,-0.229,0,0,0,0,0,0
New York,NY,Other,SB 1316,2013,Appointed,Appointment,Requires evening court hours for the adjudication of parking violations.,In Senate Transportation Committee.,0,Introduced,,,,,,NY2013,-0.409761614,-0.735,-0.621,-0.229,0,0,0,0,0,0
New York,NY,Other,SB 1316,2014,Appointed,Appointment,Requires evening court hours for the adjudication of parking violations.,In Senate Transportation Committee. Carried over from 2013 session.,0,Introduced,,,,,,NY2014,-0.409761614,-0.735,-0.621,-0.229,0,0,0,0,0,0
New York,NY,Other,SB 1376,2014,Appointed,Appointment,Directs the office of court administration to embark upon a campaign to inform tenants of their rights with respect to the duty of a landlord to provide tenants with a written receipt for rent paid.,In Senate Judiciary Committee. Carried over from 2013 session.,0,Introduced,,,,,,NY2014,-0.409761614,-0.735,-0.621,-0.229,0,0,0,0,0,0
New York,NY,Other,SB 1376,2013,Appointed,Appointment,Directs the office of court administration to embark upon a campaign to inform tenants of their rights with respect to the duty of a landlord to provide tenants with a written receipt for rent paid.,In Senate Judiciary Committee.,0,Introduced,,,,,,NY2013,-0.409761614,-0.735,-0.621,-0.229,0,0,0,0,0,0
New York,NY,Salary & Budget,SB 1442,2011,Appointed,Appointment,"Provides that the salaries of county, family and surrogates court judges shall be the same as that of justices of the supreme court.",In Senate Judiciary Committee. Carried over into 2012 session.,0,Introduced,,,,,,NY2011,-0.409761614,,-0.629,-0.519,0,,0,0,0,0
New York,NY,Salary & Budget,SB 1442,2012,Appointed,Appointment,"Provides that the salaries of county, family and surrogates court judges shall be the same as that of justices of the supreme court.",Carried over from 2011 session.,0,Introduced,,,,,,NY2012,-0.409761614,-0.735,-0.621,-0.229,0,0,0,0,0,0
New York,NY,Other,SB 147,2017,Appointed,Appointment,"Requires all courts report to chief administrator of the courts data on offenses by court/county including offense charged, the race, ethnicity, age, and sex of the individual charged, sentence imposed, and other data.",In Senate Codes Committee.,0,Introduced,,,,,,NY2017,-0.409761614,-0.735,-0.621,-0.229,0,0,0,0,0,0
New York,NY,Selection,SB 1562,2012,Appointed,Appointment,Requires that judges be enrolled members of the party for which they are running in the primary election or to have received a proper certificate of authorization filed properly according to the election law.,Carried over from 2011 session.,1,Introduced,,,,,,NY2012,-0.409761614,-0.735,-0.621,-0.229,0,0,0,0,0,0
New York,NY,Selection,SB 1562,2011,Appointed,Appointment,Requires that judges be enrolled members of the party for which they are running in the primary election or to have received a proper certificate of authorization filed properly according to the election law.,In Senate Judiciary Committee. Carried over into 2012 session.,1,Introduced,,,,,,NY2011,-0.409761614,,-0.629,-0.519,0,,0,0,0,0
New York,NY,Other,SB 1606,2016,Appointed,Appointment,"Extends confidentiality laws to judicial assistance committees, unless a judge has disclosed they are committing or likely to commit a substantial violation of the rules governing judicial conduct.",Replaced by AB 10071.,0,Introduced,,,,,,NY2016,-0.409761614,-0.735,-0.621,-0.229,0,0,0,0,0,0
New York,NY,Other,SB 1712,2011,Appointed,Appointment,"Requires the Office of Court Administration to transmit to the Legislature and Governor, every four years starting November 1 after enactment, a report on the adequacy and allocation of judgeships among the nine state-paid trial courts. Provides such reports and their recommendations must be without regard to partisanship but based on the administration of justice in and among the courts and broader justice system, taking into consideration current and projected dockets. Provides reports would include the objective basis for any recommendations.  ",Approved by full Senate 6/7/11. Carried over into 2012 session.,0,Passed one chamber,,,,,,NY2011,-0.409761614,,-0.629,-0.519,0,,0,0,0,0
New York,NY,Other,SB 1712,2012,Appointed,Appointment,"Requires the Office of Court Administration to transmit to the Legislature and Governor, every four years starting November 1 after enactment, a report on the adequacy and allocation of judgeships among the nine state-paid trial courts. Provides such reports and their recommendations must be without regard to partisanship but based on the administration of justice in and among the courts and broader justice system, taking into consideration current and projected dockets. Provides reports would include the objective basis for any recommendations.  ",Carried over from 2011 session.,0,Introduced,,,,,,NY2012,-0.409761614,-0.735,-0.621,-0.229,0,0,0,0,0,0
New York,NY,Other,SB 1713,2012,Appointed,Appointment,Requires that an explanation as to the reason or reasons for the dismissal of a complaint be provided to the complainant.,Carried over from 2011 session.,0,Introduced,,,,,,NY2012,-0.409761614,-0.735,-0.621,-0.229,0,0,0,0,0,0
New York,NY,Other,SB 1713,2011,Appointed,Appointment,Requires that an explanation as to the reason or reasons for the dismissal of a complaint be provided to the complainant.,In Senate Judiciary Committee. Carried over into 2012 session.,0,Introduced,,,,,,NY2011,-0.409761614,,-0.629,-0.519,0,,0,0,0,0
New York,NY,Other,SB 1717,2011,Appointed,Appointment,"Establishes the chief administrator of the courts shall submit annually a report on the administration, function and effectiveness of the Drug Treatment Court Program during the preceding year.",In Senate Judiciary Committee. Carried over into 2012 session.,0,Introduced,,,,,,NY2011,-0.409761614,,-0.629,-0.519,0,,0,0,0,0
New York,NY,Other,SB 1717,2012,Appointed,Appointment,"Establishes the chief administrator of the courts shall submit annually a report on the administration, function and effectiveness of the Drug Treatment Court Program during the preceding year.",Carried over from 2011 session.,0,Introduced,,,,,,NY2012,-0.409761614,-0.735,-0.621,-0.229,0,0,0,0,0,0
New York,NY,Other,SB 1724,2016,Appointed,Appointment,Requires judge deliver jury nullification instructions.,In Senate Codes Committee. Carried over into 2016 session.,0,Introduced,,,,,,NY2016,-0.409761614,-0.735,-0.621,-0.229,0,0,0,0,0,0
New York,NY,Other,SB 1728,2013,Appointed,Appointment,Requires orders of protection and temporary orders of protection issued in family court or in cases of family offenses in criminal court or in matrimonial actions to be translated by an interpreter into the native language of the parties.,Approved by Senate Judiciary Committee 6/4/13.,0,Introduced,,,,,,NY2013,-0.409761614,-0.735,-0.621,-0.229,0,0,0,0,0,0
New York,NY,Other,SB 1728,2014,Appointed,Appointment,"Requires the court to direct a court appointed interpreter who has been appointed to assist in a proceeding, to translate into the appropriate language on the record the essential terms outlined by the court of any temporary or final order of protection issued by the court.",Approved by full Senate 6/17/14.,0,Passed one chamber,,,,,,NY2014,-0.409761614,-0.735,-0.621,-0.229,0,0,0,0,0,0
New York,NY,Other,SB 179,2017,Appointed,Appointment,"Imposes criminal penalties for the service, distribution or filing of fraudulent documents which appear to be judicial documents",In Senate Finance Committee.,0,Introduced,,,,,,NY2017,-0.409761614,-0.735,-0.621,-0.229,0,0,0,0,0,0
New York,NY,Structure Changes,SB 1797,2014,Appointed,Appointment,Directs the establishment of gun court calendars in criminal courts.,In Senate Codes Committee. Carried over from 2013 session.,0,Introduced,,,,,,NY2014,-0.409761614,-0.735,-0.621,-0.229,0,0,0,0,0,0
New York,NY,Structure Changes,SB 1797,2013,Appointed,Appointment,Directs the establishment of gun court calendars in criminal courts.,In Senate Codes Committee.,0,Introduced,,,,,,NY2013,-0.409761614,-0.735,-0.621,-0.229,0,0,0,0,0,0
New York,NY,Qualification & Terms,SB 1811 (Constitutional Amendment),2012,Appointed,Appointment,Allows a district court judge to serve as a family court judge in the judicial district of his or her residence.,Carried over from 2011 session.,0,Introduced,,,,,,NY2012,-0.409761614,-0.735,-0.621,-0.229,0,0,0,0,0,0
New York,NY,Qualification & Terms,SB 1811 (Constitutional Amendment),2011,Appointed,Appointment,Allows a district court judge to serve as a family court judge in the judicial district of his or her residence.,In Senate Judiciary Committee. Carried over into 2012 session.,0,Introduced,,,,,,NY2011,-0.409761614,,-0.629,-0.519,0,,0,0,0,0
New York,NY,Salary & Budget,SB 1997,2013,Appointed,Appointment,Imposes a filing fee surcharge to be used for the purposes of providing and maintaining security in courthouses.,In Senate Judiciary Committee.,0,Introduced,,,,,,NY2013,-0.409761614,-0.735,-0.621,-0.229,0,0,0,0,0,0
New York,NY,Salary & Budget,SB 1997,2014,Appointed,Appointment,Imposes a filing fee surcharge to be used for the purposes of providing and maintaining security in courthouses.,In Senate Judiciary Committee. Carried over from 2013 session.,0,Introduced,,,,,,NY2014,-0.409761614,-0.735,-0.621,-0.229,0,0,0,0,0,0
New York,NY,Other,SB 2026,2014,Appointed,Appointment,Creates specific crime of filing false lien on judges and other officials.,In Senate Judiciary Committee. Carried over from 2013 session.,0,Introduced,,,,,,NY2014,-0.409761614,-0.735,-0.621,-0.229,0,0,0,0,0,0
New York,NY,Other,SB 2026,2013,Appointed,Appointment,Creates specific crime of filing false lien on judges and other officials.,In Senate Judiciary Committee.,0,Introduced,,,,,,NY2013,-0.409761614,-0.735,-0.621,-0.229,0,0,0,0,0,0
New York,NY,Rule Making Authority,SB 2043,2010,Appointed,Appointment,Authorizes audio-visual coverage of judicial proceedings subject to judicial discretion and supervision. Requires office of court administration establish an educational program for audio-visual coverage of judicial proceedings.,Died in committee.,0,Introduced,,,,,,NY2010,-0.409761614,,-0.629,-0.519,0,,0,0,0,0
